scenario_id,map_index,trial,team_size,seed,communication_mode,start_positions,selected_start_seed,start_cells,source_method
map_0036_trial_03_robots_08_seed_3603122_mapcomm_raw,36,3,8,3603122,raw,"[[-24.0,-40.0],[-52.0,-4.0],[4.0,-32.0],[-8.0,20.0],[4.0,24.0],[-52.0,16.0],[-44.0,28.0],[-4.0,-44.0]]",3603122,"[[113, 50], [43, 140], [183, 70], [153, 200], [183, 210], [43, 190], [63, 220], [163, 40]]",full
map_0037_trial_00_robots_02_seed_3700062_mapcomm_compressed,37,0,2,3700062,compressed,"[[-36.0,24.0],[12.0,-20.0]]",3700062,"[[70, 210], [190, 100]]",full
map_0037_trial_00_robots_02_seed_3700062_mapcomm_none,37,0,2,3700062,none,"[[-36.0,24.0],[12.0,-20.0]]",3700062,"[[70, 210], [190, 100]]",full
map_0037_trial_00_robots_02_seed_3700062_mapcomm_raw,37,0,2,3700062,raw,"[[-36.0,24.0],[12.0,-20.0]]",3700062,"[[70, 210], [190, 100]]",full
map_0037_trial_00_robots_04_seed_3700082_mapcomm_compressed,37,0,4,3700082,compressed,"[[-40.0,-40.0],[12.0,0.0],[-16.0,20.0],[-28.0,-12.0]]",3700082,"[[60, 50], [190, 150], [120, 200], [90, 120]]",full
map_0037_trial_00_robots_04_seed_3700082_mapcomm_none,37,0,4,3700082,none,"[[-40.0,-40.0],[12.0,0.0],[-16.0,20.0],[-28.0,-12.0]]",3700082,"[[60, 50], [190, 150], [120, 200], [90, 120]]",full
map_0037_trial_00_robots_04_seed_3700082_mapcomm_raw,37,0,4,3700082,raw,"[[-40.0,-40.0],[12.0,0.0],[-16.0,20.0],[-28.0,-12.0]]",3700082,"[[60, 50], [190, 150], [120, 200], [90, 120]]",full
map_0037_trial_00_robots_06_seed_3700102_mapcomm_compressed,37,0,6,3700102,compressed,"[[4.0,-4.0],[-8.0,0.0],[-28.0,-36.0],[20.0,4.0],[12.0,16.0],[24.0,16.0]]",3700102,"[[170, 140], [140, 150], [90, 60], [210, 160], [190, 190], [220, 190]]",full
map_0037_trial_00_robots_06_seed_3700102_mapcomm_none,37,0,6,3700102,none,"[[4.0,-4.0],[-8.0,0.0],[-28.0,-36.0],[20.0,4.0],[12.0,16.0],[24.0,16.0]]",3700102,"[[170, 140], [140, 150], [90, 60], [210, 160], [190, 190], [220, 190]]",full
map_0037_trial_00_robots_06_seed_3700102_mapcomm_raw,37,0,6,3700102,raw,"[[4.0,-4.0],[-8.0,0.0],[-28.0,-36.0],[20.0,4.0],[12.0,16.0],[24.0,16.0]]",3700102,"[[170, 140], [140, 150], [90, 60], [210, 160], [190, 190], [220, 190]]",full
map_0037_trial_00_robots_08_seed_3700122_mapcomm_compressed,37,0,8,3700122,compressed,"[[4.0,-36.0],[-28.0,-16.0],[28.0,24.0],[-40.0,-4.0],[-32.0,24.0],[20.0,0.0],[-8.0,-32.0],[-4.0,8.0]]",3700122,"[[170, 60], [90, 110], [230, 210], [60, 140], [80, 210], [210, 150], [140, 70], [150, 170]]",full
map_0037_trial_00_robots_08_seed_3700122_mapcomm_none,37,0,8,3700122,none,"[[4.0,-36.0],[-28.0,-16.0],[28.0,24.0],[-40.0,-4.0],[-32.0,24.0],[20.0,0.0],[-8.0,-32.0],[-4.0,8.0]]",3700122,"[[170, 60], [90, 110], [230, 210], [60, 140], [80, 210], [210, 150], [140, 70], [150, 170]]",full
map_0037_trial_00_robots_08_seed_3700122_mapcomm_raw,37,0,8,3700122,raw,"[[4.0,-36.0],[-28.0,-16.0],[28.0,24.0],[-40.0,-4.0],[-32.0,24.0],[20.0,0.0],[-8.0,-32.0],[-4.0,8.0]]",3700122,"[[170, 60], [90, 110], [230, 210], [60, 140], [80, 210], [210, 150], [140, 70], [150, 170]]",full
map_0037_trial_01_robots_02_seed_3701062_mapcomm_compressed,37,1,2,3701062,compressed,"[[-36.0,8.0],[-40.0,-20.0]]",3701062,"[[70, 170], [60, 100]]",full
map_0037_trial_01_robots_02_seed_3701062_mapcomm_none,37,1,2,3701062,none,"[[-36.0,8.0],[-40.0,-20.0]]",3701062,"[[70, 170], [60, 100]]",full
map_0037_trial_01_robots_02_seed_3701062_mapcomm_raw,37,1,2,3701062,raw,"[[-36.0,8.0],[-40.0,-20.0]]",3701062,"[[70, 170], [60, 100]]",full
map_0037_trial_01_robots_04_seed_3701082_mapcomm_compressed,37,1,4,3701082,compressed,"[[28.0,24.0],[8.0,-44.0],[-40.0,-4.0],[-8.0,12.0]]",3701082,"[[230, 210], [180, 40], [60, 140], [140, 180]]",full
map_0037_trial_01_robots_04_seed_3701082_mapcomm_none,37,1,4,3701082,none,"[[28.0,24.0],[8.0,-44.0],[-40.0,-4.0],[-8.0,12.0]]",3701082,"[[230, 210], [180, 40], [60, 140], [140, 180]]",full
map_0037_trial_01_robots_04_seed_3701082_mapcomm_raw,37,1,4,3701082,raw,"[[28.0,24.0],[8.0,-44.0],[-40.0,-4.0],[-8.0,12.0]]",3701082,"[[230, 210], [180, 40], [60, 140], [140, 180]]",full
map_0037_trial_01_robots_06_seed_3701102_mapcomm_compressed,37,1,6,3701102,compressed,"[[-32.0,-12.0],[4.0,16.0],[-24.0,-24.0],[16.0,0.0],[-8.0,-16.0],[-20.0,0.0]]",3701102,"[[80, 120], [170, 190], [100, 90], [200, 150], [140, 110], [110, 150]]",full
map_0037_trial_01_robots_06_seed_3701102_mapcomm_none,37,1,6,3701102,none,"[[-32.0,-12.0],[4.0,16.0],[-24.0,-24.0],[16.0,0.0],[-8.0,-16.0],[-20.0,0.0]]",3701102,"[[80, 120], [170, 190], [100, 90], [200, 150], [140, 110], [110, 150]]",full
map_0037_trial_01_robots_06_seed_3701102_mapcomm_raw,37,1,6,3701102,raw,"[[-32.0,-12.0],[4.0,16.0],[-24.0,-24.0],[16.0,0.0],[-8.0,-16.0],[-20.0,0.0]]",3701102,"[[80, 120], [170, 190], [100, 90], [200, 150], [140, 110], [110, 150]]",full
map_0037_trial_01_robots_08_seed_3701122_mapcomm_compressed,37,1,8,3701122,compressed,"[[8.0,-36.0],[-40.0,28.0],[-52.0,-36.0],[16.0,-52.0],[-48.0,8.0],[-8.0,-44.0],[-28.0,32.0],[20.0,4.0]]",3701122,"[[180, 60], [60, 220], [30, 60], [200, 20], [40, 170], [140, 40], [90, 230], [210, 160]]",full
map_0037_trial_01_robots_08_seed_3701122_mapcomm_none,37,1,8,3701122,none,"[[8.0,-36.0],[-40.0,28.0],[-52.0,-36.0],[16.0,-52.0],[-48.0,8.0],[-8.0,-44.0],[-28.0,32.0],[20.0,4.0]]",3701122,"[[180, 60], [60, 220], [30, 60], [200, 20], [40, 170], [140, 40], [90, 230], [210, 160]]",full
map_0037_trial_01_robots_08_seed_3701122_mapcomm_raw,37,1,8,3701122,raw,"[[8.0,-36.0],[-40.0,28.0],[-52.0,-36.0],[16.0,-52.0],[-48.0,8.0],[-8.0,-44.0],[-28.0,32.0],[20.0,4.0]]",3701122,"[[180, 60], [60, 220], [30, 60], [200, 20], [40, 170], [140, 40], [90, 230], [210, 160]]",full
map_0037_trial_02_robots_02_seed_3702062_mapcomm_compressed,37,2,2,3702062,compressed,"[[20.0,0.0],[-36.0,16.0]]",3702062,"[[210, 150], [70, 190]]",full
map_0037_trial_02_robots_02_seed_3702062_mapcomm_none,37,2,2,3702062,none,"[[20.0,0.0],[-36.0,16.0]]",3702062,"[[210, 150], [70, 190]]",full
map_0037_trial_02_robots_02_seed_3702062_mapcomm_raw,37,2,2,3702062,raw,"[[20.0,0.0],[-36.0,16.0]]",3702062,"[[210, 150], [70, 190]]",full
map_0037_trial_02_robots_04_seed_3702082_mapcomm_compressed,37,2,4,3702082,compressed,"[[28.0,24.0],[-16.0,8.0],[8.0,24.0],[-8.0,-16.0]]",3702082,"[[230, 210], [120, 170], [180, 210], [140, 110]]",full
map_0037_trial_02_robots_04_seed_3702082_mapcomm_none,37,2,4,3702082,none,"[[28.0,24.0],[-16.0,8.0],[8.0,24.0],[-8.0,-16.0]]",3702082,"[[230, 210], [120, 170], [180, 210], [140, 110]]",full
map_0037_trial_02_robots_04_seed_3702082_mapcomm_raw,37,2,4,3702082,raw,"[[28.0,24.0],[-16.0,8.0],[8.0,24.0],[-8.0,-16.0]]",3702082,"[[230, 210], [120, 170], [180, 210], [140, 110]]",full
map_0037_trial_02_robots_06_seed_3702102_mapcomm_compressed,37,2,6,3702102,compressed,"[[-28.0,16.0],[12.0,0.0],[-12.0,16.0],[-8.0,-4.0],[16.0,-48.0],[-4.0,-44.0]]",3702102,"[[90, 190], [190, 150], [130, 190], [140, 140], [200, 30], [150, 40]]",full
map_0037_trial_02_robots_06_seed_3702102_mapcomm_none,37,2,6,3702102,none,"[[-28.0,16.0],[12.0,0.0],[-12.0,16.0],[-8.0,-4.0],[16.0,-48.0],[-4.0,-44.0]]",3702102,"[[90, 190], [190, 150], [130, 190], [140, 140], [200, 30], [150, 40]]",full
map_0037_trial_02_robots_06_seed_3702102_mapcomm_raw,37,2,6,3702102,raw,"[[-28.0,16.0],[12.0,0.0],[-12.0,16.0],[-8.0,-4.0],[16.0,-48.0],[-4.0,-44.0]]",3702102,"[[90, 190], [190, 150], [130, 190], [140, 140], [200, 30], [150, 40]]",full
map_0037_trial_02_robots_08_seed_3702122_mapcomm_compressed,37,2,8,3702122,compressed,"[[-4.0,-44.0],[-40.0,4.0],[-44.0,-32.0],[-44.0,-20.0],[16.0,-52.0],[28.0,20.0],[-12.0,24.0],[4.0,16.0]]",3702122,"[[150, 40], [60, 160], [50, 70], [50, 100], [200, 20], [230, 200], [130, 210], [170, 190]]",full
map_0037_trial_02_robots_08_seed_3702122_mapcomm_none,37,2,8,3702122,none,"[[-4.0,-44.0],[-40.0,4.0],[-44.0,-32.0],[-44.0,-20.0],[16.0,-52.0],[28.0,20.0],[-12.0,24.0],[4.0,16.0]]",3702122,"[[150, 40], [60, 160], [50, 70], [50, 100], [200, 20], [230, 200], [130, 210], [170, 190]]",full
map_0037_trial_02_robots_08_seed_3702122_mapcomm_raw,37,2,8,3702122,raw,"[[-4.0,-44.0],[-40.0,4.0],[-44.0,-32.0],[-44.0,-20.0],[16.0,-52.0],[28.0,20.0],[-12.0,24.0],[4.0,16.0]]",3702122,"[[150, 40], [60, 160], [50, 70], [50, 100], [200, 20], [230, 200], [130, 210], [170, 190]]",full
map_0037_trial_03_robots_02_seed_3703062_mapcomm_compressed,37,3,2,3703062,compressed,"[[-44.0,-32.0],[-36.0,28.0]]",3703062,"[[50, 70], [70, 220]]",full
map_0037_trial_03_robots_02_seed_3703062_mapcomm_none,37,3,2,3703062,none,"[[-44.0,-32.0],[-36.0,28.0]]",3703062,"[[50, 70], [70, 220]]",full
map_0037_trial_03_robots_02_seed_3703062_mapcomm_raw,37,3,2,3703062,raw,"[[-44.0,-32.0],[-36.0,28.0]]",3703062,"[[50, 70], [70, 220]]",full
map_0037_trial_03_robots_04_seed_3703082_mapcomm_compressed,37,3,4,3703082,compressed,"[[20.0,8.0],[-8.0,-28.0],[20.0,-48.0],[-32.0,0.0]]",3703082,"[[210, 170], [140, 80], [210, 30], [80, 150]]",full
map_0037_trial_03_robots_04_seed_3703082_mapcomm_none,37,3,4,3703082,none,"[[20.0,8.0],[-8.0,-28.0],[20.0,-48.0],[-32.0,0.0]]",3703082,"[[210, 170], [140, 80], [210, 30], [80, 150]]",full
map_0037_trial_03_robots_04_seed_3703082_mapcomm_raw,37,3,4,3703082,raw,"[[20.0,8.0],[-8.0,-28.0],[20.0,-48.0],[-32.0,0.0]]",3703082,"[[210, 170], [140, 80], [210, 30], [80, 150]]",full
map_0037_trial_03_robots_06_seed_3703102_mapcomm_compressed,37,3,6,3703102,compressed,"[[8.0,32.0],[-32.0,8.0],[-40.0,-16.0],[-12.0,-16.0],[8.0,-28.0],[-48.0,16.0]]",3703102,"[[180, 230], [80, 170], [60, 110], [130, 110], [180, 80], [40, 190]]",full
map_0037_trial_03_robots_06_seed_3703102_mapcomm_none,37,3,6,3703102,none,"[[8.0,32.0],[-32.0,8.0],[-40.0,-16.0],[-12.0,-16.0],[8.0,-28.0],[-48.0,16.0]]",3703102,"[[180, 230], [80, 170], [60, 110], [130, 110], [180, 80], [40, 190]]",full
map_0037_trial_03_robots_06_seed_3703102_mapcomm_raw,37,3,6,3703102,raw,"[[8.0,32.0],[-32.0,8.0],[-40.0,-16.0],[-12.0,-16.0],[8.0,-28.0],[-48.0,16.0]]",3703102,"[[180, 230], [80, 170], [60, 110], [130, 110], [180, 80], [40, 190]]",full
map_0037_trial_03_robots_08_seed_3703122_mapcomm_compressed,37,3,8,3703122,compressed,"[[-56.0,16.0],[-28.0,-24.0],[-40.0,4.0],[-32.0,32.0],[-44.0,-16.0],[-12.0,-16.0],[16.0,4.0],[0.0,8.0]]",3703122,"[[20, 190], [90, 90], [60, 160], [80, 230], [50, 110], [130, 110], [200, 160], [160, 170]]",full
map_0037_trial_03_robots_08_seed_3703122_mapcomm_none,37,3,8,3703122,none,"[[-56.0,16.0],[-28.0,-24.0],[-40.0,4.0],[-32.0,32.0],[-44.0,-16.0],[-12.0,-16.0],[16.0,4.0],[0.0,8.0]]",3703122,"[[20, 190], [90, 90], [60, 160], [80, 230], [50, 110], [130, 110], [200, 160], [160, 170]]",full
map_0037_trial_03_robots_08_seed_3703122_mapcomm_raw,37,3,8,3703122,raw,"[[-56.0,16.0],[-28.0,-24.0],[-40.0,4.0],[-32.0,32.0],[-44.0,-16.0],[-12.0,-16.0],[16.0,4.0],[0.0,8.0]]",3703122,"[[20, 190], [90, 90], [60, 160], [80, 230], [50, 110], [130, 110], [200, 160], [160, 170]]",full
map_0038_trial_00_robots_02_seed_3800062_mapcomm_compressed,38,0,2,3800062,compressed,"[[-8.0,-52.0],[12.0,16.0]]",3800062,"[[128, 20], [178, 190]]",full
map_0038_trial_00_robots_02_seed_3800062_mapcomm_none,38,0,2,3800062,none,"[[-8.0,-52.0],[12.0,16.0]]",3800062,"[[128, 20], [178, 190]]",full
map_0038_trial_00_robots_02_seed_3800062_mapcomm_raw,38,0,2,3800062,raw,"[[-8.0,-52.0],[12.0,16.0]]",3800062,"[[128, 20], [178, 190]]",full
map_0038_trial_00_robots_04_seed_3800082_mapcomm_compressed,38,0,4,3800082,compressed,"[[16.0,-52.0],[-44.0,4.0],[0.0,16.0],[-32.0,-24.0]]",3800082,"[[188, 20], [38, 160], [148, 190], [68, 90]]",full
map_0038_trial_00_robots_04_seed_3800082_mapcomm_none,38,0,4,3800082,none,"[[16.0,-52.0],[-44.0,4.0],[0.0,16.0],[-32.0,-24.0]]",3800082,"[[188, 20], [38, 160], [148, 190], [68, 90]]",full
map_0038_trial_00_robots_04_seed_3800082_mapcomm_raw,38,0,4,3800082,raw,"[[16.0,-52.0],[-44.0,4.0],[0.0,16.0],[-32.0,-24.0]]",3800082,"[[188, 20], [38, 160], [148, 190], [68, 90]]",full
map_0038_trial_00_robots_06_seed_3800102_mapcomm_compressed,38,0,6,3800102,compressed,"[[24.0,-40.0],[28.0,4.0],[16.0,-52.0],[12.0,24.0],[-16.0,-4.0],[-44.0,16.0]]",3800102,"[[208, 50], [218, 160], [188, 20], [178, 210], [108, 140], [38, 190]]",full
map_0038_trial_00_robots_06_seed_3800102_mapcomm_none,38,0,6,3800102,none,"[[24.0,-40.0],[28.0,4.0],[16.0,-52.0],[12.0,24.0],[-16.0,-4.0],[-44.0,16.0]]",3800102,"[[208, 50], [218, 160], [188, 20], [178, 210], [108, 140], [38, 190]]",full
map_0038_trial_00_robots_06_seed_3800102_mapcomm_raw,38,0,6,3800102,raw,"[[24.0,-40.0],[28.0,4.0],[16.0,-52.0],[12.0,24.0],[-16.0,-4.0],[-44.0,16.0]]",3800102,"[[208, 50], [218, 160], [188, 20], [178, 210], [108, 140], [38, 190]]",full
map_0038_trial_00_robots_08_seed_3800122_mapcomm_compressed,38,0,8,3800122,compressed,"[[20.0,-4.0],[4.0,-52.0],[-44.0,0.0],[-24.0,16.0],[-40.0,12.0],[-12.0,-48.0],[16.0,-20.0],[4.0,8.0]]",3800122,"[[198, 140], [158, 20], [38, 150], [88, 190], [48, 180], [118, 30], [188, 100], [158, 170]]",full
map_0038_trial_00_robots_08_seed_3800122_mapcomm_none,38,0,8,3800122,none,"[[20.0,-4.0],[4.0,-52.0],[-44.0,0.0],[-24.0,16.0],[-40.0,12.0],[-12.0,-48.0],[16.0,-20.0],[4.0,8.0]]",3800122,"[[198, 140], [158, 20], [38, 150], [88, 190], [48, 180], [118, 30], [188, 100], [158, 170]]",full
map_0038_trial_00_robots_08_seed_3800122_mapcomm_raw,38,0,8,3800122,raw,"[[20.0,-4.0],[4.0,-52.0],[-44.0,0.0],[-24.0,16.0],[-40.0,12.0],[-12.0,-48.0],[16.0,-20.0],[4.0,8.0]]",3800122,"[[198, 140], [158, 20], [38, 150], [88, 190], [48, 180], [118, 30], [188, 100], [158, 170]]",full
map_0038_trial_01_robots_02_seed_3801062_mapcomm_compressed,38,1,2,3801062,compressed,"[[8.0,16.0],[-40.0,-12.0]]",3801062,"[[168, 190], [48, 120]]",full
map_0038_trial_01_robots_02_seed_3801062_mapcomm_none,38,1,2,3801062,none,"[[8.0,16.0],[-40.0,-12.0]]",3801062,"[[168, 190], [48, 120]]",full
map_0038_trial_01_robots_02_seed_3801062_mapcomm_raw,38,1,2,3801062,raw,"[[8.0,16.0],[-40.0,-12.0]]",3801062,"[[168, 190], [48, 120]]",full
map_0038_trial_01_robots_04_seed_3801082_mapcomm_compressed,38,1,4,3801082,compressed,"[[4.0,-52.0],[-36.0,16.0],[-20.0,-36.0],[28.0,-20.0]]",3801082,"[[158, 20], [58, 190], [98, 60], [218, 100]]",full
map_0038_trial_01_robots_04_seed_3801082_mapcomm_none,38,1,4,3801082,none,"[[4.0,-52.0],[-36.0,16.0],[-20.0,-36.0],[28.0,-20.0]]",3801082,"[[158, 20], [58, 190], [98, 60], [218, 100]]",full
map_0038_trial_01_robots_04_seed_3801082_mapcomm_raw,38,1,4,3801082,raw,"[[4.0,-52.0],[-36.0,16.0],[-20.0,-36.0],[28.0,-20.0]]",3801082,"[[158, 20], [58, 190], [98, 60], [218, 100]]",full
map_0038_trial_01_robots_06_seed_3801102_mapcomm_compressed,38,1,6,3801102,compressed,"[[-8.0,0.0],[-8.0,-24.0],[-4.0,16.0],[20.0,24.0],[24.0,-4.0],[-48.0,-12.0]]",3801102,"[[128, 150], [128, 90], [138, 190], [198, 210], [208, 140], [28, 120]]",full
map_0038_trial_01_robots_06_seed_3801102_mapcomm_none,38,1,6,3801102,none,"[[-8.0,0.0],[-8.0,-24.0],[-4.0,16.0],[20.0,24.0],[24.0,-4.0],[-48.0,-12.0]]",3801102,"[[128, 150], [128, 90], [138, 190], [198, 210], [208, 140], [28, 120]]",full
map_0038_trial_01_robots_06_seed_3801102_mapcomm_raw,38,1,6,3801102,raw,"[[-8.0,0.0],[-8.0,-24.0],[-4.0,16.0],[20.0,24.0],[24.0,-4.0],[-48.0,-12.0]]",3801102,"[[128, 150], [128, 90], [138, 190], [198, 210], [208, 140], [28, 120]]",full
map_0038_trial_01_robots_08_seed_3801122_mapcomm_compressed,38,1,8,3801122,compressed,"[[28.0,-4.0],[-24.0,-12.0],[20.0,-36.0],[-44.0,-32.0],[0.0,-28.0],[-40.0,-12.0],[-20.0,4.0],[-32.0,24.0]]",3801122,"[[218, 140], [88, 120], [198, 60], [38, 70], [148, 80], [48, 120], [98, 160], [68, 210]]",full
map_0038_trial_01_robots_08_seed_3801122_mapcomm_none,38,1,8,3801122,none,"[[28.0,-4.0],[-24.0,-12.0],[20.0,-36.0],[-44.0,-32.0],[0.0,-28.0],[-40.0,-12.0],[-20.0,4.0],[-32.0,24.0]]",3801122,"[[218, 140], [88, 120], [198, 60], [38, 70], [148, 80], [48, 120], [98, 160], [68, 210]]",full
map_0038_trial_01_robots_08_seed_3801122_mapcomm_raw,38,1,8,3801122,raw,"[[28.0,-4.0],[-24.0,-12.0],[20.0,-36.0],[-44.0,-32.0],[0.0,-28.0],[-40.0,-12.0],[-20.0,4.0],[-32.0,24.0]]",3801122,"[[218, 140], [88, 120], [198, 60], [38, 70], [148, 80], [48, 120], [98, 160], [68, 210]]",full
map_0038_trial_02_robots_02_seed_3802062_mapcomm_compressed,38,2,2,3802062,compressed,"[[-44.0,-32.0],[-40.0,-16.0]]",3802062,"[[38, 70], [48, 110]]",full
map_0038_trial_02_robots_02_seed_3802062_mapcomm_none,38,2,2,3802062,none,"[[-44.0,-32.0],[-40.0,-16.0]]",3802062,"[[38, 70], [48, 110]]",full
map_0038_trial_02_robots_02_seed_3802062_mapcomm_raw,38,2,2,3802062,raw,"[[-44.0,-32.0],[-40.0,-16.0]]",3802062,"[[38, 70], [48, 110]]",full
map_0038_trial_02_robots_04_seed_3802082_mapcomm_compressed,38,2,4,3802082,compressed,"[[-28.0,-36.0],[-16.0,16.0],[-12.0,-48.0],[-48.0,12.0]]",3802082,"[[78, 60], [108, 190], [118, 30], [28, 180]]",full
map_0038_trial_02_robots_04_seed_3802082_mapcomm_none,38,2,4,3802082,none,"[[-28.0,-36.0],[-16.0,16.0],[-12.0,-48.0],[-48.0,12.0]]",3802082,"[[78, 60], [108, 190], [118, 30], [28, 180]]",full
map_0038_trial_02_robots_04_seed_3802082_mapcomm_raw,38,2,4,3802082,raw,"[[-28.0,-36.0],[-16.0,16.0],[-12.0,-48.0],[-48.0,12.0]]",3802082,"[[78, 60], [108, 190], [118, 30], [28, 180]]",full
map_0038_trial_02_robots_06_seed_3802102_mapcomm_compressed,38,2,6,3802102,compressed,"[[8.0,16.0],[-16.0,24.0],[-16.0,-8.0],[16.0,-28.0],[-48.0,-44.0],[-20.0,8.0]]",3802102,"[[168, 190], [108, 210], [108, 130], [188, 80], [28, 40], [98, 170]]",full
map_0038_trial_02_robots_06_seed_3802102_mapcomm_none,38,2,6,3802102,none,"[[8.0,16.0],[-16.0,24.0],[-16.0,-8.0],[16.0,-28.0],[-48.0,-44.0],[-20.0,8.0]]",3802102,"[[168, 190], [108, 210], [108, 130], [188, 80], [28, 40], [98, 170]]",full
map_0038_trial_02_robots_06_seed_3802102_mapcomm_raw,38,2,6,3802102,raw,"[[8.0,16.0],[-16.0,24.0],[-16.0,-8.0],[16.0,-28.0],[-48.0,-44.0],[-20.0,8.0]]",3802102,"[[168, 190], [108, 210], [108, 130], [188, 80], [28, 40], [98, 170]]",full
map_0038_trial_02_robots_08_seed_3802122_mapcomm_compressed,38,2,8,3802122,compressed,"[[16.0,8.0],[-16.0,24.0],[0.0,20.0],[12.0,-52.0],[-20.0,-8.0],[-48.0,-20.0],[0.0,-40.0],[-36.0,16.0]]",3802122,"[[188, 170], [108, 210], [148, 200], [178, 20], [98, 130], [28, 100], [148, 50], [58, 190]]",full
map_0038_trial_02_robots_08_seed_3802122_mapcomm_none,38,2,8,3802122,none,"[[16.0,8.0],[-16.0,24.0],[0.0,20.0],[12.0,-52.0],[-20.0,-8.0],[-48.0,-20.0],[0.0,-40.0],[-36.0,16.0]]",3802122,"[[188, 170], [108, 210], [148, 200], [178, 20], [98, 130], [28, 100], [148, 50], [58, 190]]",full
map_0038_trial_02_robots_08_seed_3802122_mapcomm_raw,38,2,8,3802122,raw,"[[16.0,8.0],[-16.0,24.0],[0.0,20.0],[12.0,-52.0],[-20.0,-8.0],[-48.0,-20.0],[0.0,-40.0],[-36.0,16.0]]",3802122,"[[188, 170], [108, 210], [148, 200], [178, 20], [98, 130], [28, 100], [148, 50], [58, 190]]",full
map_0038_trial_03_robots_02_seed_3803062_mapcomm_compressed,38,3,2,3803062,compressed,"[[-44.0,0.0],[-36.0,16.0]]",3803062,"[[38, 150], [58, 190]]",full
map_0038_trial_03_robots_02_seed_3803062_mapcomm_none,38,3,2,3803062,none,"[[-44.0,0.0],[-36.0,16.0]]",3803062,"[[38, 150], [58, 190]]",full
map_0038_trial_03_robots_02_seed_3803062_mapcomm_raw,38,3,2,3803062,raw,"[[-44.0,0.0],[-36.0,16.0]]",3803062,"[[38, 150], [58, 190]]",full
map_0038_trial_03_robots_04_seed_3803082_mapcomm_compressed,38,3,4,3803082,compressed,"[[-8.0,-48.0],[16.0,4.0],[-24.0,20.0],[-44.0,-8.0]]",3803082,"[[128, 30], [188, 160], [88, 200], [38, 130]]",full
map_0038_trial_03_robots_04_seed_3803082_mapcomm_none,38,3,4,3803082,none,"[[-8.0,-48.0],[16.0,4.0],[-24.0,20.0],[-44.0,-8.0]]",3803082,"[[128, 30], [188, 160], [88, 200], [38, 130]]",full
map_0038_trial_03_robots_04_seed_3803082_mapcomm_raw,38,3,4,3803082,raw,"[[-8.0,-48.0],[16.0,4.0],[-24.0,20.0],[-44.0,-8.0]]",3803082,"[[128, 30], [188, 160], [88, 200], [38, 130]]",full
map_0038_trial_03_robots_06_seed_3803102_mapcomm_compressed,38,3,6,3803102,compressed,"[[-48.0,12.0],[-40.0,-16.0],[20.0,-4.0],[4.0,4.0],[-8.0,-48.0],[8.0,16.0]]",3803102,"[[28, 180], [48, 110], [198, 140], [158, 160], [128, 30], [168, 190]]",full
map_0038_trial_03_robots_06_seed_3803102_mapcomm_none,38,3,6,3803102,none,"[[-48.0,12.0],[-40.0,-16.0],[20.0,-4.0],[4.0,4.0],[-8.0,-48.0],[8.0,16.0]]",3803102,"[[28, 180], [48, 110], [198, 140], [158, 160], [128, 30], [168, 190]]",full
map_0038_trial_03_robots_06_seed_3803102_mapcomm_raw,38,3,6,3803102,raw,"[[-48.0,12.0],[-40.0,-16.0],[20.0,-4.0],[4.0,4.0],[-8.0,-48.0],[8.0,16.0]]",3803102,"[[28, 180], [48, 110], [198, 140], [158, 160], [128, 30], [168, 190]]",full
map_0038_trial_03_robots_08_seed_3803122_mapcomm_compressed,38,3,8,3803122,compressed,"[[-52.0,-32.0],[-12.0,20.0],[20.0,16.0],[-20.0,-44.0],[-44.0,8.0],[-20.0,-12.0],[-4.0,4.0],[-48.0,-16.0]]",3803122,"[[18, 70], [118, 200], [198, 190], [98, 40], [38, 170], [98, 120], [138, 160], [28, 110]]",full
map_0038_trial_03_robots_08_seed_3803122_mapcomm_none,38,3,8,3803122,none,"[[-52.0,-32.0],[-12.0,20.0],[20.0,16.0],[-20.0,-44.0],[-44.0,8.0],[-20.0,-12.0],[-4.0,4.0],[-48.0,-16.0]]",3803122,"[[18, 70], [118, 200], [198, 190], [98, 40], [38, 170], [98, 120], [138, 160], [28, 110]]",full
map_0038_trial_03_robots_08_seed_3803122_mapcomm_raw,38,3,8,3803122,raw,"[[-52.0,-32.0],[-12.0,20.0],[20.0,16.0],[-20.0,-44.0],[-44.0,8.0],[-20.0,-12.0],[-4.0,4.0],[-48.0,-16.0]]",3803122,"[[18, 70], [118, 200], [198, 190], [98, 40], [38, 170], [98, 120], [138, 160], [28, 110]]",full
map_0039_trial_00_robots_02_seed_3900062_mapcomm_compressed,39,0,2,3900062,compressed,"[[4.0,24.0],[12.0,-24.0]]",3900062,"[[170, 223], [190, 103]]",full
map_0039_trial_00_robots_02_seed_3900062_mapcomm_none,39,0,2,3900062,none,"[[4.0,24.0],[12.0,-24.0]]",3900062,"[[170, 223], [190, 103]]",full
map_0039_trial_00_robots_02_seed_3900062_mapcomm_raw,39,0,2,3900062,raw,"[[4.0,24.0],[12.0,-24.0]]",3900062,"[[170, 223], [190, 103]]",full
map_0039_trial_00_robots_04_seed_3900082_mapcomm_compressed,39,0,4,3900082,compressed,"[[16.0,12.0],[-16.0,-12.0],[-24.0,28.0],[16.0,0.0]]",3900082,"[[200, 193], [120, 133], [100, 233], [200, 163]]",full
